Threshold,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,16.8522,21.0562,41.9438,11.7565,2.32298,18.5851,18.7653,42.6107,16.0692,3.21656,215.984,102.55,391.61,140.242,29.3092,21.5755,32.6287,25.4903,12.1368,2.01356,36.8598,8.27883,28.6197,14.37,2.19363
1,24.5949,11.0923,30.6958,15.6346,1.82355,21.4235,10.1913,30.0631,19.2713,2.25652,224.535,119.243,253.522,191.386,35.5133,17.8872,16.1814,17.3169,14.0893,2.62558,37.7527,15.2618,18.4637,15.3977,2.71642
1,38.8336,21.4882,15.9988,7.34109,3.18115,37.2196,21.0353,11.2124,6.3774,2.19935,536.322,204.753,73.6028,49.7074,28.1561,32.2925,14.8167,7.06755,6.75854,2.84499,55.9996,31.3371,6.55829,4.81691,4.10466
1,23.9282,28.1134,11.7295,6.37732,11.7239,16.0829,22.5902,7.22662,6.23862,9.34633,208.244,219.421,48.2162,49.2965,114.042,23.825,18.3565,5.77188,5.4023,8.14956,27.6046,27.6477,8.24902,5.0646,13.4727
1,17.1902,8.40853,3.68806,2.72639,19.7208,6.33112,5.85431,4.07607,2.48794,15.5163,14.6347,54.2661,94.2302,32.8004,192.408,10.8315,10.5359,2.85398,3.35921,12.9669,15.2675,8.07879,2.43882,2.88342,20.2161
1,24.2876,12.1875,5.39919,3.02674,20.3444,9.41481,6.28388,4.53633,1.55432,17.0681,10.0188,18.4652,143.08,19.1578,213.112,17.5091,18.9391,5.77091,3.26535,13.5369,15.3098,12.1658,4.3852,2.42356,20.846
1,12.3282,14.5613,7.932,3.69771,18.1161,9.10998,10.5336,4.74455,2.81543,16.8159,6.15021,11.6103,99.2317,47.265,224.32,17.3375,23.1229,11.4047,3.66222,17.3281,8.72415,14.4403,10.2198,4.18419,21.384
1,9.15495,12.1519,4.10032,7.12495,18.2109,8.90252,7.46929,3.51599,6.19195,15.946,8.51978,11.8384,23.6761,96.2209,209.69,12.2423,11.1228,11.494,5.44915,14.8497,9.0704,11.0131,6.48332,8.83138,19.1039
1,13.223,9.51375,8.45508,10.3795,16.8124,10.2151,5.29815,8.4562,8.77637,15.5517,19.4165,17.6735,19.0914,114.354,171.228,4.44842,2.47873,6.8318,6.23141,10.9349,19.1072,7.12258,8.8212,11.0845,18.9386
1,15.3025,16.6038,26.1462,14.408,8.7452,18.4637,14.3684,24.0918,12.0941,8.09424,157.916,122.306,100.459,153.373,84.8645,16.0156,14.1074,11.9576,9.94666,5.30069,27.4762,17.1106,20.0033,15.1303,8.78601
1,18.0317,33.122,25.4515,7.77959,2.00563,25.6888,28.0867,24.7169,7.44465,1.96562,323.122,335.341,219.722,59.2639,26.7071,39.7377,36.0613,20.6288,5.12948,1.96874,27.3501,18.8776,15.8452,8.06453,1.75081
1,34.4775,46.4318,34.5663,4.95361,2.03645,17.4834,35.8408,25.2922,4.28783,1.6693,174.635,322.27,259.426,32.7255,28.5712,29.5591,29.9077,19.9979,4.87159,2.90357,25.515,16.3947,12.3602,4.33898,2.3113
1,17.3553,30.2361,22.2597,8.46671,3.5286,8.62394,23.6343,16.8844,5.95914,3.65315,90.6743,174.664,138.384,113.088,63.739,18.34,14.2752,13.1084,14.5836,4.85316,24.5407,12.8957,14.1917,7.56935,5.123
1,25.9744,18.7257,20.8857,13.1791,4.13921,12.9677,18.6074,24.1161,11.9004,3.50557,85.4471,147.195,251.274,162.494,58.6302,8.02129,18.3594,23.9433,17.8024,3.44756,21.1659,23.4404,28.9042,11.1421,4.5962
1,30.5629,16.1117,31.9652,18.2533,4.95657,12.8987,16.4304,38.1949,19.9739,3.76311,52.1597,105.684,404.596,161.307,50.7953,10.858,18.7641,28.0874,10.7218,2.58711,49.7352,34.6667,37.4863,15.4163,2.89187
1,36.5175,11.4447,12.1234,20.6996,11.6664,19.0095,7.12813,17.9067,21.0155,10.7355,19.4374,13.2054,115.041,211.723,119.202,16.7098,16.0815,11.1454,11.2832,8.62696,116.704,19.5474,13.067,20.6834,7.59337
1,35.3712,10.6102,3.60786,21.0342,11.7135,27.781,6.86777,6.53524,24.4852,11.5861,25.9409,10.4219,15.3357,196.097,134.298,19.0454,8.62799,4.21724,9.49437,12.3681,59.2528,6.59153,5.73144,23.2564,11.0529
1,24.2905,9.19119,5.56017,24.9116,11.8186,29.3124,8.47067,4.54651,22.7351,9.97119,40.1387,16.0941,13.2321,166.435,119.917,22.7372,6.25731,5.0898,10.6965,12.0888,35.2319,10.3579,7.73869,23.0264,10.3722
1,280.893,52.522,23.0575,36.819,9.36463,250.264,55.7661,17.7962,31.2814,7.27856,54.0206,9.47251,20.8387,256.795,104.34,255.331,46.3637,17.8297,20.4719,6.60061,286.29,44.3902,17.4751,28.3218,5.89237
1,1168.5,196.333,74.4743,34.3948,5.80368,1006.85,195.521,60.5472,28.3861,4.62701,135.921,16.5588,20.2291,155.861,61.1533,1107.67,181.138,60.1626,25.0203,4.41904,1180.73,169.407,62.5879,24.446,5.20072
1,468.126,76.4157,28.423,10.6387,2.77272,365.605,72.0834,24.152,7.80709,2.34717,49.9655,20.7429,23.7825,34.6522,29.5166,417.365,70.1834,24.5892,8.09893,1.99968,449.278,79.6438,30.7966,8.29097,2.61292
1,153.231,21.8687,6.76112,10.3829,6.34498,16.3243,12.3962,5.78352,7.11996,5.55246,17.932,86.8975,71.1624,79.3137,54.0447,11.3753,13.5788,11.6128,7.85739,2.82223,76.0587,52.6643,8.8193,9.35691,4.58002
1,53.4187,51.516,15.1639,13.0884,4.67501,14.1651,47.612,13.656,9.38839,3.68145,46.4106,426.158,105.698,90.8366,48.269,16.6251,30.926,17.2594,11.6825,2.49943,30.9046,50.0321,9.83224,10.8092,3.50423
1,23.5656,35.8199,13.8969,8.95741,2.81747,13.2271,38.7048,15.6363,7.06805,2.22546,157.036,388.618,109.83,44.5788,22.758,19.4251,29.5241,17.631,7.26371,1.66119,35.3869,35.4667,8.41305,6.55107,1.79929
1,21.4151,16.5949,14.0023,13.4791,3.94189,13.1887,18.1623,15.1034,11.7343,3.94248,74.6021,198.983,129.513,136.351,50.2073,19.0777,20.0776,13.8455,15.6695,3.61067,27.7333,19.0562,9.11721,15.1975,3.20855
1,23.3927,8.46745,20.1823,14.1657,5.95267,11.4433,9.18786,19.9974,13.6656,6.48484,31.1534,59.4773,151.011,165.859,84.9429,24.946,19.3586,14.9024,18.7311,6.31677,21.9186,7.20957,18.0485,12.9264,6.08048
1,27.8443,19.7306,33.7926,9.89636,5.55289,16.1929,24.6362,30.305,9.29422,5.32645,114.905,172.705,229.826,130.666,82.896,45.6986,40.1822,16.2725,12.314,5.37532,44.2422,13.6089,24.7316,8.81567,4.98948
1,20.5628,29.3985,17.5191,15.1681,5.21199,18.3405,28.3796,15.8884,14.3917,4.51839,147.543,187.971,92.4497,154.471,76.5055,48.2935,35.4091,12.3453,12.9973,4.02127,41.2416,30.6678,15.72,16.8441,4.62642
1,45.0708,24.4883,9.76499,11.5556,6.47554,41.8358,19.1912,10.4323,12.0976,6.46583,43.4481,47.2656,21.2099,121.346,69.9017,45.8295,37.3196,9.76396,12.4798,4.85604,132.356,49.0227,14.8464,10.8927,6.24482
1,44.2381,19.3682,8.42838,2.61485,3.29623,42.3515,11.4394,7.55739,3.45778,3.44872,12.2675,7.71147,7.99172,20.8148,19.269,54.7929,36.4,11.0459,4.31907,2.67255,102.186,46.7289,16.2047,4.26363,3.22675
1,15.8131,16.2362,12.0538,4.02325,1.6401,19.9418,9.20095,7.40553,3.43754,1.57442,10.5198,8.71374,4.71891,10.6552,11.0327,27.6609,15.3726,11.3278,5.55856,1.74441,19.9644,23.3599,13.7236,4.12173,1.65978
1,29.6755,22.9667,15.9354,8.55366,5.64308,27.7883,10.335,12.1437,5.99744,5.56249,34.0495,35.7159,46.9106,53.6621,52.6391,37.0517,12.6667,21.0506,9.42907,3.29877,22.06,15.8091,9.58034,6.14523,5.1712
1,22.5184,20.5411,21.1407,16.2592,5.73287,23.1683,12.9956,15.619,11.8309,6.30741,28.2073,107.466,200.935,131.277,69.7365,24.0848,16.9339,49.6846,15.2425,2.98367,19.3154,20.8178,12.9367,14.2088,5.91794
1,22.2716,24.7081,27.4965,14.3207,2.57237,20.7051,18.9583,16.7152,12.0899,3.21302,105.616,165.443,172.097,116.855,37.3769,43.8315,30.377,32.8017,11.6842,1.53975,12.3337,18.3134,8.99835,13.7204,1.95934
1,30.6258,14.131,17.2148,9.53938,2.9474,23.9071,11.5801,10.4345,9.54235,3.13376,153.557,113.183,116.86,102.194,46.0908,69.2071,26.1077,14.5154,5.67736,3.23174,14.18,11.5811,12.2084,9.00707,2.6159
1,30.868,10.8434,8.46301,8.1212,4.39292,28.7771,15.0498,6.40667,8.40335,4.32653,44.3753,84.2036,72.9821,87.5808,60.6057,38.7349,16.9531,7.93363,3.94142,4.55358,20.1432,7.92703,10.6297,7.26676,4.04759
1,48.6591,9.5746,10.8898,7.87179,5.14623,41.9879,26.9156,10.3211,8.50707,5.17489,32.7171,71.2186,40.7458,80.4584,71.6023,45.1915,13.1303,9.63714,5.0396,3.5416,139.728,11.3393,15.89,8.07562,4.28014
1,51.2027,16.1166,17.5662,7.1408,4.2718,69.6255,27.0935,17.7448,8.26579,4.48891,30.5517,20.4639,15.1875,42.2476,34.5838,38.5994,22.0128,13.5603,3.61284,2.52212,185.175,25.3155,19.5371,6.07488,2.76373
1,35.9973,18.4992,14.3145,3.58844,2.00571,46.2412,20.8883,12.4601,3.45904,2.18072,17.5726,7.05774,9.41264,6.12433,8.43273,46.4655,39.6273,11.0167,3.53816,1.75352,40.2485,24.5843,12.0534,3.69507,1.32106
1,30.7929,12.0865,5.20371,5.83159,3.57705,30.2735,13.2039,7.50142,6.30503,3.68722,17.4575,17.8716,67.0792,18.4791,30.9068,40.4292,23.8706,10.9628,8.18086,4.54235,31.795,17.5927,11.8453,6.48879,2.78451
1,45.2997,25.0336,18.9444,7.45442,4.34823,58.8082,20.1924,22.0589,9.68132,4.79022,91.1012,101.667,247.628,45.9338,36.9556,33.7267,15.4359,43.4292,15.2154,6.38472,61.1424,23.7273,41.9841,8.74828,4.53388
1,39.4476,36.5264,36.3383,5.95544,2.41864,41.9959,24.9481,38.9945,7.01999,2.85427,183.136,205.341,304.394,35.2052,27.1194,26.4527,21.8575,48.1527,8.10725,3.72685,56.2524,33.9928,38.5516,5.06951,2.78709
1,89.2328,37.7993,34.7042,9.59804,2.91913,55.6183,22.9128,40.6199,11.0291,3.61077,255.097,152.081,314.132,61.8945,37.1647,42.9263,32.9967,30.2279,6.49749,3.73966,32.1214,13.9774,33.5354,7.42856,3.25665
1,70.6686,25.9514,31.0691,21.6252,4.65698,47.342,17.1995,36.3329,23.9387,4.27088,149.557,57.3853,251.005,175.438,60.5619,42.9502,28.3876,11.5738,13.4568,3.43112,38.2473,14.2292,43.9043,20.0295,4.07062
1,18.9194,12.7327,22.598,21.6662,6.60661,13.3549,6.64705,17.6219,20.3724,5.75561,11.3623,12.3806,179.578,194.577,69.0387,18.5305,12.709,11.2087,20.6373,5.89498,26.8151,17.8104,33.2718,24.9715,5.95662
1,16.7912,10.8578,15.2798,20.8594,8.59914,16.4011,8.38104,8.17418,18.3943,7.70834,7.25761,10.0084,37.9285,161.903,80.1192,13.2067,11.3124,9.82166,18.9968,9.61596,14.5017,8.29846,9.4842,21.1406,10.1483
1,25.2066,28.5474,23.3956,19.5415,8.9026,24.0351,14.1619,20.1593,17.5573,6.98263,7.91622,30.5434,110.541,177.707,82.455,20.263,9.23432,11.9563,17.2189,7.81712,17.6627,13.4067,16.9413,21.01,9.0762
1,14.4608,19.1374,39.8165,17.0017,4.96377,19.1951,14.7407,35.0997,16.6448,3.22053,9.53264,85.1793,344.595,170.704,55.3065,22.1597,13.3835,19.7356,14.9925,2.99421,10.3191,18.7395,47.753,20.7519,4.02127
1,28.0809,10.5403,36.5482,8.86493,2.10232,25.2835,10.7999,33.4461,8.83347,1.72961,84.0668,148.066,362.627,61.2835,37.9122,17.248,32.6937,27.3691,7.10001,1.83952,20.7747,31.464,42.9258,11.6802,3.10135
1,83.8989,11.7204,16.4707,10.3501,1.72369,53.8272,7.81024,13.0576,9.75148,1.93725,167.125,101.771,143.404,85.2071,29.5834,15.7316,26.4083,11.7977,7.61622,1.84418,37.4324,31.9438,14.1989,11.3564,3.14304
1,62.7828,15.1681,19.1811,19.9191,1.88826,38.2456,11.43,11.4511,16.6661,2.79351,83.5045,68.4325,139.009,204.331,49.9611,30.4414,19.6176,9.82259,10.9023,2.79097,33.0321,21.9479,13.8527,20.1582,3.37521
1,60.1762,36.675,18.0643,13.3767,1.9127,40.7291,23.6357,10.7195,8.26065,2.20238,177.015,109.783,168.565,103.759,32.4141,39.9058,30.9046,17.3032,8.39073,2.91898,45.078,28.414,16.2715,13.4576,2.53476
1,58.2612,48.8409,18.5458,12.2762,5.43789,46.8475,35.2881,17.2045,7.70904,4.38681,180.353,185.408,182.831,77.7477,56.0058,31.8925,17.3962,21.5817,8.05802,5.26877,39.9256,55.8506,30.1494,11.3624,4.24835
1,35.1002,17.696,18.5765,9.36921,13.6735,32.2383,8.97211,13.8623,6.43323,11.222,28.8257,51.6433,89.817,96.135,134.755,19.4568,9.05322,13.1057,7.46045,9.65153,28.8374,19.7069,15.326,11.3093,13.1667
1,35.1073,14.9575,6.91716,2.51356,12.1058,32.0961,5.80752,5.88057,1.80683,10.232,59.8126,23.2961,25.2429,43.6634,120.517,27.7999,14.9289,3.88948,3.34554,8.75239,29.5485,13.6959,6.08602,3.2297,13.2768
1,37.0258,11.2471,2.37683,2.86648,12.5177,37.4671,9.59269,3.36334,1.34331,12.1687,45.1105,37.2948,56.244,44.2358,140.92,35.192,15.7003,1.8307,2.00619,13.4031,31.5872,13.1045,2.22258,3.06512,14.9298
1,22.4252,11.0605,7.08783,11.1351,13.5896,28.2662,15.2314,6.12961,6.62708,14.207,22.215,41.2576,53.6553,100.197,139.078,17.2385,19.7203,4.21414,6.9426,12.6856,21.2704,15.5953,4.43221,6.40722,14.2908
1,11.8351,11.5172,13.1824,19.0955,9.57121,16.6829,13.408,11.9006,13.8847,10.6646,24.4823,40.4673,83.3499,124.678,91.8136,10.2731,12.2979,10.8947,11.177,8.77129,15.7966,13.7399,12.8638,14.0326,11.7547
1,11.159,18.6386,21.6492,13.6501,3.68011,13.3488,18.6849,18.8362,9.486,4.38277,76.907,207.887,198.643,69.6797,47.93,15.4555,34.4377,19.4109,6.93281,3.66258,23.2144,27.042,25.9954,12.3426,5.52366
1,24.0978,38.4465,35.6914,9.2403,1.80903,17.5534,25.5691,30.2579,6.04408,2.24468,126.542,255.202,249.76,37.9789,29.097,14.4993,33.6542,21.6187,4.54256,1.51803,40.5006,36.3769,24.1453,5.09554,2.18565
1,40.1762,40.1047,45.0365,7.47943,2.00806,19.6045,21.828,35.7985,5.45685,2.34038,141.183,132.736,325.477,37.7096,32.3988,9.87183,17.6885,25.7968,4.53795,1.66739,57.3864,27.7217,18.2168,4.67909,1.65476
1,20.8914,17.6157,40.0004,11.089,5.15277,9.41643,11.591,35.04,8.45118,4.90268,79.9482,82.6627,348.325,98.4273,65.7004,8.93418,14.0143,38.6159,10.7155,4.04779,20.2261,23.4781,17.7151,8.73329,4.77911
1,11.6259,12.6355,9.75555,7.22073,13.7709,7.41387,5.99715,9.14328,5.63953,12.4388,19.3748,40.3613,139.742,89.5471,114.365,11.5787,10.0754,14.2696,6.93715,9.65353,15.0705,16.0852,7.98355,6.91457,13.7152
1,66.1977,18.5495,4.26618,3.46003,10.9853,26.5308,9.91511,3.48812,3.21208,10.4757,30.6778,61.9953,81.3034,19.7496,91.5329,25.9,14.8157,4.1661,2.67595,10.0641,49.0704,12.9352,2.61118,2.5041,11.927
1,114.268,12.5985,3.54932,4.65289,9.55967,25.224,9.93562,4.29936,4.50445,9.21724,37.7459,84.7537,51.2629,15.4608,70.1721,22.7125,10.1167,4.37873,3.71175,8.34235,77.4794,6.06207,2.29425,4.26972,10.3614
1,36.6358,10.4714,2.69981,3.89057,13.7964,21.4108,8.89897,3.88782,2.96792,12.636,23.438,73.8036,47.7314,30.5271,95.1075,20.5133,10.8648,3.52826,2.93877,11.5991,35.1864,8.86514,2.26143,3.55945,13.9417
1,34.1806,7.05824,2.94641,2.9841,16.5454,49.7983,5.035,3.01576,2.51418,14.6198,13.3354,59.4059,58.4043,36.353,97.8413,35.5975,13.9355,3.69362,3.0979,14.0872,33.2986,6.90837,2.71866,2.79202,16.9916
1,22.853,7.07507,5.44325,2.90119,17.38,30.3709,7.57334,3.46115,2.44171,16.2103,14.6129,56.0071,112.314,14.8436,112.271,22.692,10.8314,4.25803,1.78381,11.2368,26.4912,8.81091,3.63099,2.58926,16.1873
1,20.3087,12.5493,5.42508,5.99684,16.1144,20.4701,10.2197,3.26643,4.69547,15.1027,22.6381,49.7133,92.8007,26.9563,116.476,26.5593,10.0568,1.7334,2.43653,10.8063,27.3764,17.4478,4.3752,4.40846,13.1132
1,46.1496,9.53645,6.60249,6.20445,8.4871,33.7541,4.98092,4.0786,4.86085,7.53445,62.8625,66.106,51.4046,21.4176,66.1194,35.5712,9.50888,2.26241,3.38442,6.06565,41.9803,13.3299,10.9819,4.34793,6.59119
1,29.4732,8.484,7.39827,3.49084,2.24992,26.1212,4.52705,4.49839,2.41809,2.64861,50.2191,86.5891,34.4367,15.564,19.4898,25.4827,6.65954,4.0564,2.9503,2.1854,34.5119,11.4157,8.56259,2.77798,2.12912
1,19.2963,11.0519,3.87491,3.158,1.3074,19.3187,4.47224,4.00809,1.80814,1.76019,19.137,44.7992,22.4332,16.4544,17.4992,19.6404,7.68765,3.17997,2.49492,1.41365,26.0424,14.7023,3.08109,2.91253,1.77283
1,20.5801,5.58354,3.84344,7.06498,3.21025,13.4749,3.53996,5.33645,6.19544,2.95313,29.8995,24.5169,15.2727,34.8081,32.6337,12.8687,5.04529,2.67294,4.48323,2.33888,24.6235,6.25951,4.2505,7.09374,3.55681
1,33.8853,13.0511,11.6354,24.2585,6.63162,29.3166,10.4981,8.93262,21.1382,5.19551,23.7551,29.8032,38.6287,158.356,76.79,31.2638,7.65824,4.5806,15.5845,4.1825,43.5193,11.6613,10.5035,16.4955,5.35678
1,75.9031,21.0611,52.9702,25.5548,7.69762,62.6403,16.7257,40.4214,20.72,5.60092,46.0117,78.986,180.465,153.576,78.4439,53.9689,17.1856,21.8519,14.8995,3.50307,83.7196,22.7727,39.2875,16.457,3.89174
1,55.5881,13.9801,53.9014,16.0556,4.40348,50.0669,12.2928,42.0895,12.6843,4.18421,38.9897,109.148,279.281,117.952,49.017,30.9726,17.6582,34.8795,18.9121,2.34427,65.8341,17.8185,29.3537,16.3431,3.02564
1,21.4236,10.5832,15.8738,18.8282,4.79176,21.253,7.24205,12.7026,17.3227,4.58492,15.3288,45.0359,86.5853,197.674,59.1695,12.9646,7.84026,9.35145,32.6374,3.74666,21.7725,17.9205,9.92457,19.4461,4.45032
1,17.3482,11.6316,11.529,12.9138,11.8529,17.2826,9.61841,9.88942,13.8586,11.4855,19.6524,19.3103,27.0882,151.794,108.082,9.00511,7.94595,4.55377,17.9297,8.60143,14.1047,16.9415,10.6094,11.4969,12.1074
1,12.1377,18.6566,6.2442,8.41233,16.8299,15.4261,11.2893,5.45938,9.92939,15.9511,7.11412,13.5292,26.9323,103.711,144.019,8.86583,15.828,5.88613,7.82569,14.3446,18.8994,16.1388,3.65329,6.25952,19.3587
1,20.7295,11.9656,3.04168,5.13755,17.2256,17.6908,6.98306,2.84195,3.90426,16.1326,6.18607,19.7235,37.5193,67.2723,138.112,10.2592,9.87207,5.20871,4.46439,15.9352,17.4478,9.24321,2.88653,3.65028,19.6084
1,17.2477,7.43329,1.72224,4.10874,17.216,17.1023,5.78567,2.27178,2.38056,16.6748,9.04146,52.631,61.4742,39.2056,117.247,12.2129,12.7451,3.33808,3.25894,13.9634,18.5945,6.7582,1.95881,4.77125,16.0934
1,26.676,10.7887,1.59907,2.31243,17.3705,19.3717,5.16787,2.27181,1.98748,15.2993,19.6444,55.1754,55.2188,34.2507,128.396,21.6375,12.1201,2.16794,1.87559,12.0541,23.4047,10.0116,1.71997,3.43809,15.9163
1,24.4346,8.7031,4.12165,3.58167,16.7993,17.9543,1.87965,2.17597,2.78422,14.6663,20.1663,39.2325,70.289,51.2393,135.512,18.1092,9.03618,5.2106,3.1792,14.4556,22.1027,9.61554,4.70922,2.84436,14.1318
1,20.0718,11.0218,4.04781,4.38575,18.716,20.5424,5.12149,1.83629,3.29217,17.882,13.1321,8.5901,44.3523,75.2106,139.158,18.4405,12.7596,5.23731,2.75023,15.4973,25.5211,13.7512,6.46352,2.99979,16.2685
1,22.6905,12.0974,1.63212,2.49128,20.3423,24.0024,9.96114,1.5912,1.69113,18.6007,8.52567,5.9273,26.9151,77.0114,151.772,25.2728,13.131,2.42954,1.53571,15.5722,28.7218,11.5018,2.75955,2.65711,18.8583
1,41.0607,10.8979,4.93589,3.31337,21.4225,14.4028,6.45291,3.29989,1.30456,19.1531,5.57857,18.309,21.4236,60.7971,145.059,16.1384,7.16502,7.39727,3.72369,14.5519,38.3872,8.99127,4.89452,3.70559,18.0759
1,26.0961,10.2653,4.38962,2.29697,17.5337,10.5843,8.63448,3.15444,1.32771,16.0497,10.0648,38.1853,20.5676,45.5326,136.682,12.6101,9.07794,5.39016,3.63558,14.5853,32.1973,12.9318,3.76519,2.1886,17.1078
1,13.8635,10.0835,4.96259,1.81874,15.1855,11.9324,6.96472,4.04806,1.61417,16.2828,10.7994,32.0093,48.7034,52.56,140.863,15.3628,12.5712,4.86628,2.40362,15.2472,18.1203,11.8775,3.00925,1.7597,19.351
1,14.9273,9.65252,5.86254,2.71513,16.7292,11.2269,3.61463,4.6765,2.56721,17.244,7.14699,19.6983,110.673,31.4434,130.148,16.6254,10.5964,5.62081,1.80721,15.0108,21.117,13.6568,3.24411,3.05512,20.6142
1,17.4164,12.1558,4.32082,5.39784,16.9405,10.9424,9.12379,5.7753,3.89498,16.1203,4.53845,21.0573,149.518,10.7882,125.82,12.6032,12.0543,6.12483,4.15263,16.0164,15.4709,20.7615,4.31533,5.77625,18.9973
1,13.0285,9.80344,4.56333,7.36714,21.2871,11.3103,9.49487,6.76903,5.16871,17.9844,8.0858,16.7535,121.854,29.5778,137.135,13.5337,11.6596,3.86188,6.09652,14.3428,16.7958,15.5635,3.99609,7.27217,20.0635
1,22.0664,6.9859,8.00941,5.65245,18.8213,16.7881,5.62549,6.11938,3.70417,16.0707,15.1358,57.1604,76.5034,29.6282,127.839,12.7039,12.0598,5.93409,4.19171,11.5543,28.0407,8.48209,6.93654,5.16736,19.7123
1,35.6922,7.16202,4.15466,4.9569,13.9694,21.4557,5.8351,2.83103,3.21704,13.1236,14.9252,84.6454,60.0076,21.1679,99.1293,20.9507,10.1359,4.71448,4.78585,11.3111,35.469,8.69103,5.05258,3.92986,16.1138
1,31.525,10.0684,2.3946,2.82869,16.4117,18.9295,8.43358,1.55451,2.34592,16.6104,9.79335,35.3138,44.6287,35.5912,93.5552,27.1736,11.125,1.71704,4.04235,12.8888,26.9342,12.9716,2.35249,2.05164,15.8399
1,24.7147,11.2119,3.90717,3.17643,15.1087,17.0391,10.9484,2.25849,2.58017,15.2787,18.6255,55.3563,44.4213,28.7513,105.914,16.9347,9.63943,3.84915,3.18858,11.6807,19.1008,11.5741,3.43476,2.01496,15.623
1,27.532,12.2717,6.18329,3.93444,10.5188,15.8571,15.3922,4.45415,3.37645,9.99201,45.7354,63.892,39.0457,24.7015,90.8271,13.5797,24.2225,6.70009,3.619,8.96512,19.1375,14.3214,7.59302,3.49716,12.6337
1,21.4097,28.8919,7.49051,12.5663,8.06089,18.3871,33.2623,9.24916,12.002,6.75351,28.8605,38.2224,46.1533,94.0947,72.5686,17.6188,38.0783,7.40436,10.4712,8.7337,25.5482,30.2096,17.9381,14.1879,8.8314
1,19.1638,26.6018,13.0554,13.6685,5.49835,24.6536,23.9661,17.5915,13.7097,4.78169,31.7732,97.7119,172.455,119.779,66.5699,21.1807,24.4735,25.3102,12.7776,4.06278,36.8506,25.5137,32.1196,16.4161,3.86887
1,15.948,15.2407,9.59877,9.85992,9.42344,15.6296,14.9342,10.6726,9.0078,8.61573,46.2172,127.878,135.278,92.9099,104.704,14.5665,19.2351,20.8231,8.83088,6.49004,24.1434,18.1821,24.2413,7.42653,9.44298
1,15.5667,7.12144,8.849,4.81475,11.5146,17.8659,8.69954,6.0876,4.36455,10.5721,32.4016,74.3784,92.0566,54.4955,121.169,18.0254,9.24044,7.00189,5.7023,10.391,18.658,9.72738,11.659,4.48725,11.7702
1,22.9112,8.81727,9.46111,3.54939,5.2989,19.5234,7.17025,7.22132,3.47531,4.87682,87.0281,32.3322,34.8065,20.5863,49.3746,24.5299,7.85268,4.64226,2.33996,4.91803,21.6721,9.25041,8.67639,2.76867,5.25265
1,36.0981,8.70245,4.41645,3.5362,2.62111,20.1507,6.02628,4.84883,4.4192,2.58758,107.598,25.292,12.2664,9.52516,16.754,18.9066,7.60641,4.55697,2.00425,2.2979,24.5807,7.30179,4.53146,3.63299,2.55242
1,22.8496,4.7952,5.47952,3.12093,2.71728,14.2786,6.00542,4.53955,2.69638,2.92955,61.9565,17.2591,20.4285,6.58685,19.5423,11.9562,10.4086,17.4775,1.83883,2.57972,10.4944,8.76235,3.2373,3.96697,2.82784
1,14.0978,5.18842,7.41177,3.39365,3.93227,9.10353,4.21918,5.93669,2.2742,3.88055,99.4411,54.6198,29.1046,7.83655,23.9824,8.64753,12.1803,23.8151,2.40513,3.32643,9.22901,9.2108,5.96056,4.40686,4.13128
1,14.2888,6.68182,6.48581,3.47992,7.03947,10.7616,7.25283,6.10772,2.66874,5.4572,146.896,126.287,22.6656,6.74584,34.2435,7.8931,10.6543,9.75999,1.87683,5.35578,9.76352,7.87663,5.81325,2.60549,6.14591
1,15.2232,12.2948,4.0047,2.33239,5.50925,22.7685,5.9815,3.64463,1.53608,3.43646,140.743,36.586,7.76403,5.3679,22.2063,17.0452,14.316,5.0644,2.03354,3.66585,20.8517,10.9077,5.0468,1.95616,4.14789
1,14.3218,13.8014,9.15912,3.05547,3.27138,21.5081,4.58172,4.52015,2.03297,2.3516,88.2289,14.76,12.0691,7.05117,14.4237,14.399,10.5182,4.76862,2.64567,2.37455,21.861,11.036,7.70679,2.50332,2.3001
1,9.52366,13.71,8.67397,3.96089,2.77563,11.0418,3.71613,6.59143,2.48208,2.29165,94.6528,19.6075,16.3396,6.01556,16.5006,6.90783,18.2035,5.9875,4.31623,2.86138,12.8313,15.8049,6.83519,4.21012,2.38228
1,7.50668,15.7371,8.72237,5.49005,3.09357,11.3569,5.65631,6.2238,3.07721,2.36961,64.9232,23.9489,20.1365,6.55288,17.1168,7.15894,23.0069,10.4984,4.98286,2.38918,10.8038,17.6454,11.3776,5.92215,2.95623
1,10.511,10.2026,6.87957,4.31223,5.47091,11.5817,5.53979,3.2926,3.18316,4.41645,57.8305,65.2746,18.8542,7.37816,32.2574,11.3274,5.58257,6.81814,4.31891,3.56269,17.3597,13.0816,8.94674,5.50058,6.56205
1,12.5825,10.2363,5.14736,2.18764,8.62054,15.781,4.85969,3.6352,1.93509,6.79313,83.5115,124.413,28.4095,12.6551,60.0854,8.59281,8.83294,5.44474,3.06832,6.52957,17.1506,13.8378,9.81395,2.44872,9.15669
1,18.2019,10.8395,4.20485,2.80144,8.84353,18.6598,3.41262,3.67222,1.79089,6.8852,122.935,132.426,22.1316,12.9396,62.8628,8.48246,10.3724,5.09213,1.97401,7.58064,14.4627,10.5676,5.91264,2.38881,8.54873
