Timestamp,Filename,1/Fp1,2/Fp2,3/Cz,4/Pz,5/P7,6/P8,7/O1,8/O2,9/CP5,10/CP6,11/CP1,12/CP2,13/PO3,14/PO4,15/P3,16/P4
0.16000008583068848,car (1).jpg,0.08078159609813644,0.09267681451759512,0.08826833525518599,-0.07227704790557002,0.0914298777496669,0.09073643722968545,0.09136078850755555,0.09273396792816734,0.08974547263925942,0.09238382785127496,0.08897380101368439,0.08945559286541854,0.08942072414406826,0.0936778597447705,0.0906732488481103,-0.07415316392817067
0.16000008583068848,car (1).jpg,0.0808201752090663,0.0926975792881941,0.08829372683688722,-0.07294710850085122,0.09142375337168615,0.09076055476195273,0.09138571070262322,0.09275935950986856,0.08975557562775321,0.09238179384252952,0.08897286224041727,0.08945697867357477,0.08943397872853026,0.09370823576548526,0.09067561813302256,-0.07414330680886588
0.16000008583068848,car (1).jpg,0.08075028130415456,0.09267406525302711,0.08826697179877421,-0.07230085251341492,0.09144921200862074,0.09073623606398536,0.09136199550175614,0.09273919823636988,0.08973961648221213,0.09237081913600197,0.08896213340307872,0.08944423817923525,0.0894137056963093,0.09370640292243992,0.09066198356890483,-0.07367166264911444
0.16100001335144043,car (1).jpg,0.08082938412778189,0.09269458415443708,0.08828880945310705,-0.07258585960696454,0.09141876893267262,0.09075514563979455,0.09137909458626445,0.0927506870330199,0.08976002362489982,0.09239473550256914,0.08898528981033442,0.08946567350216789,0.08943585627506451,0.09367942436688237,0.09068596699070537,-0.07447460436518244
0.16100001335144043,car (1).jpg,0.08078309366501495,0.0926889738665788,0.08828478613910509,-0.07270170869847639,0.09144704388940858,0.09075226226475981,0.09137844638567524,0.09275524678888879,0.0897454279357705,0.09237001447320158,0.08896161931295625,0.08944417112400188,0.08942097001325727,0.09372468664940437,0.09066339172880551,-0.07365787162278552
0.16100001335144043,car (1).jpg,0.08079706350529951,0.0926818213083531,0.0882736773221108,-0.07222521421017816,0.0914340798776245,0.09074097463380988,0.09136478946981305,0.0927386394427585,0.08975170877596245,0.09238887934552185,0.08897912072886476,0.08945840918521991,0.08942479216155913,0.09368130191341661,0.0906780544731682,-0.07415803660846193
0.16100001335144043,car (1).jpg,0.08083204398537207,0.09270323427954129,0.08829931477300104,-0.07289744292467153,0.09142643558102079,0.09076491335212152,0.0913889740573137,0.09276199701571429,0.08975879427895478,0.09238416312744178,0.08897523152532953,0.08945697867357477,0.08943549864715322,0.09370814635850744,0.090677898010957,-0.07415412505318225
0.16100001335144043,car (1).jpg,0.08076404997873902,0.09267808856702907,0.08827121863022072,-0.07227952894920456,0.09145044135456579,0.09073873945936435,0.09136344836514573,0.092740137009637,0.08974205282235775,0.09237321077265868,0.0889637427286795,0.08944408171702406,0.08941504680097662,0.09370731934396259,0.09066361524625006,-0.07369010283829007
0.16100001335144043,car (1).jpg,0.0808387271569642,0.0926965287562047,0.08829050818568565,-0.07259388388322399,0.09141809838033896,0.09075554797119474,0.09137797699904168,0.09274956944579714,0.0897607835842113,0.09239500372350261,0.08898535686556779,0.08946370654865582,0.0894358115715756,0.0936797596430492,0.09068587758372755,-0.07449925833931664
0.16100001335144043,car (1).jpg,0.08078628996447206,0.092689622067168,0.08828565785713885,-0.07274323823967435,0.09144512163938542,0.09075132349149269,0.09137690411530783,0.0927521398964095,0.0897445338659923,0.09236876277551208,0.08895992058037765,0.08944115363850041,0.0894198077225456,0.09372432902149308,0.09066216238286047,-0.07366200669550975
0.16100001335144043,car (1).jpg,0.08079923162451168,0.09268173190137528,0.08827461609537793,-0.07226050761467309,0.09143338697354639,0.09074008056403167,0.09136349306863464,0.092737633614258,0.08975052413350632,0.09238789586876582,0.08897715377535269,0.08945597284507428,0.08942338400165845,0.09368277712855066,0.0906770486446677,-0.07415606965494986
0.16200017929077148,car (1).jpg,0.08083445797377324,0.09270236256150753,0.08829962769742342,-0.07296089952718014,0.0914260779531095,0.09076310286082064,0.09138694004856826,0.09275960537905757,0.08975897309291042,0.09238476662454208,0.08897473978695151,0.08945675515613022,0.08943576686808669,0.09370988979457495,0.09067854621154621,-0.07415877421602896
0.16200017929077148,car (1).jpg,0.08077415296723282,0.09267980965135213,0.08827365497036635,-0.07234953461283858,0.09145214008714439,0.09073974528786484,0.09136394010352375,0.09274181339047115,0.08974408683110319,0.09237555770582649,0.08896465915020217,0.08944627218798068,0.08941701375448868,0.09371033682946406,0.09066578336546223,-0.07369899883258328
0.16200017929077148,car (1).jpg,0.0808582849333626,0.09270010503531755,0.08829444209270979,-0.07265986623285606,0.09142167465945181,0.09075861016018512,0.0913803686356984,0.092753391594099,0.08976326462784584,0.09239804356074853,0.08898703324640193,0.08946757340044659,0.08943882905707706,0.09368320181169532,0.09068889506922902,-0.07451269173773428
0.16300010681152344,car (1).jpg,0.08080844054322726,0.09269525470677074,0.08829155871767505,-0.07283874724373189,0.09144997196793223,0.09075709024156216,0.09138166503687681,0.09275980654475767,0.08975094881665097,0.09237571416803768,0.08896535205428029,0.08944897674905977,0.08942698263251575,0.09372853114945068,0.09066913612713053,-0.07371560617871357
0.16300010681152344,car (1).jpg,0.08081979522941056,0.09268928679100118,0.08828112045301442,-0.07232380775497052,0.09143825965383764,0.09074689784609054,0.09137004212976005,0.09274445089631687,0.08975515094460856,0.09239205329323451,0.08898008185387633,0.08946153842944365,0.08942888253079445,0.09368347003262878,0.09068180956623668,-0.07424167683621369
0.16300010681152344,car (1).jpg,0.08085256288678204,0.09270821871855482,0.08830429921201458,-0.07303593433331661,0.09142898367988869,0.09076880255565674,0.09139250563293763,0.09276637795762753,0.08976596918892493,0.09239082394728947,0.0889797018742206,0.08946404182482265,0.08944314294375694,0.09371062740214198,0.09068531879011617,-0.07423984399316835
0.1640000343322754,car (1).jpg,0.08079076031336312,0.09268754335493366,0.08828118750824779,-0.07243545471852478,0.09145710217441347,0.09074678608736826,0.09137167380710529,0.09274912241090803,0.08975199934864037,0.0923821067669519,0.08897058236248283,0.08945422940900677,0.08942555212087061,0.0937101133120195,0.09067391940044396,-0.07381703839505177
