,Threshold,4/Pz,5/P7,6/P8,7/O1,8/O2,9/CP5,10/CP6,12/CP2,13/PO3,14/PO4,15/P3,16/P4
35,1,-0.00574268614925,-0.00556847067771,-0.0054093518415,-0.00547618971487,-0.00576763469707,-0.0054504207045,-0.00548876674724,-0.00520334049867,-0.005186739419,-0.0053424828427,-0.00551390606132,-0.00539315571134
36,1,-0.00547293878976,-0.0053065857882,-0.00515525937363,-0.00521956185657,-0.00549684090538,-0.00519144696411,-0.0052281668577,-0.00495672638821,-0.00494041459094,-0.00508931482672,-0.00525217690419,-0.00513709799293
37,1,-0.00411373586681,-0.00398869662638,-0.003874466219,-0.0039236331159,-0.00413112452518,-0.00390384619232,-0.00393190189089,-0.00372715111811,-0.00371565315333,-0.00382686236507,-0.00395014550978,-0.00386327672829
38,1,-0.00332872700439,-0.00322696207238,-0.0031344057716,-0.00317398357353,-0.00334156272908,-0.00315578422463,-0.00317913474661,-0.0030135149022,-0.00300377624696,-0.00309465405173,-0.00319351108534,-0.00312334227731
39,1,-0.0026311997653,-0.0025506014979,-0.00247861749065,-0.00250923150161,-0.00264279612806,-0.00249443432113,-0.00251357126837,-0.00238206947942,-0.00237445462445,-0.00244672160854,-0.00252477425552,-0.00246928975158
40,1,-0.00141463925151,-0.00137081684784,-0.00133206419463,-0.00134955275088,-0.00142092757017,-0.00134385187808,-0.00135435149462,-0.00128255999245,-0.00127946509673,-0.00131809203108,-0.00136047066644,-0.00133018454594
41,1,-0.000929656510037,-0.000900345448622,-0.000875183035956,-0.000886334923029,-0.000932976157504,-0.000878999700193,-0.000885216637823,-0.000838679707768,-0.000835891669796,-0.000862488195068,-0.000889438589519,-0.000869081302293
42,1,9.11439159415e-05,8.93046147881e-05,8.67720465446e-05,8.75756367705e-05,9.21137513294e-05,8.48929642819e-05,8.6071736142e-05,8.2686185605e-05,8.15190961998e-05,8.35019975322e-05,8.55118279563e-05,8.50980625492e-05
43,1,0.00083393397222,0.000809712259833,0.000787595926756,0.00079671741999,0.000839428994286,0.00079219953499,0.000799061674313,0.000758258632878,0.000755113002644,0.000777024304476,0.000801589684984,0.000785768920002
44,1,0.00146982949509,0.00142540894752,0.00138563519282,0.00140309064104,0.00147716186867,0.00139594137847,0.00140681564548,0.00133472176746,0.0013300898068,0.00136876134863,0.00141224963897,0.00138304275396
45,1,0.00233333838495,0.00226214576606,0.00219905223809,0.00222597586228,0.00234313153941,0.00221041153627,0.00222697511622,0.00211289668471,0.00210465175225,0.00216703547675,0.00223599256058,0.00218864810984
46,1,0.00288143954375,0.00279322296059,0.00271490060312,0.00274802029563,0.00289245378016,0.00273563856803,0.00275630635322,0.0026141253053,0.00260463697852,0.00268097991791,0.00276757960787,0.00270874617442
47,1,0.00354842422302,0.00343926240613,0.00334285881942,0.00338335737527,0.00356059048075,0.0033639618377,0.00338880941894,0.00321473550206,0.00320200189223,0.00329751468978,0.00340245801763,0.00333017171783
48,1,0.00416661871884,0.00403842168748,0.00392601159274,0.00397303236068,0.00418208201609,0.00395402254647,0.00398345281513,0.00377782038366,0.00376341744205,0.00387519890499,0.00399918757603,0.00391462746361
49,1,0.00466756810747,0.0045231813849,0.00439836968153,0.00445038731402,0.00468576422587,0.00442936965005,0.00446173780612,0.00423110183811,0.00421523179263,0.00434093209388,0.00447921801508,0.00438468193886
50,1,0.00518292782362,0.00502255010957,0.00488552633515,0.00494190301321,0.00520526924947,0.00491355415248,0.00494876664224,0.0046933755358,0.00467493991707,0.00481608030366,0.00496841624538,0.00486320050355
51,1,0.00569136743436,0.00551520184684,0.00536444312883,0.0054277843618,0.00571807029109,0.00540345243528,0.00544203969206,0.00516059199933,0.00514180802637,0.00529539447098,0.00546435907336,0.00534828045773
52,1,0.00602537178253,0.00583884540661,0.00567895940914,0.00574695781583,0.00605414216236,0.00571609902582,0.00575603611801,0.00545967614048,0.00543959475749,0.00560253215989,0.00578052359328,0.00565684636889
53,1,0.00648034884882,0.00628091280227,0.00610761732964,0.00618165179683,0.00651255911236,0.00614992272977,0.00619300465342,0.00587357056381,0.00585314108108,0.00602754240783,0.00622019297501,0.0060863338757
54,1,0.00681258156312,0.00660303801527,0.00641855213745,0.00649872016443,0.00684554698955,0.00646611418968,0.00651104502649,0.00617508970688,0.00615429170747,0.00633732841863,0.00654008004775,0.0063988648043
55,1,0.00701992666067,0.00680475593843,0.00661375795415,0.0066961788661,0.00705240260895,0.00665855041752,0.00670452327938,0.00635898388885,0.00633654674872,0.00652601193884,0.00673444966854,0.0065885200475
56,1,0.00743823347685,0.00721095143971,0.00700698146768,0.00709480946849,0.00747198487847,0.00706082460787,0.00711017625349,0.00674251173771,0.00671956646829,0.00691924532055,0.00714181501563,0.00698705366358
57,1,0.00748055298887,0.00725154938465,0.00704594983674,0.00713433617837,0.00751337019318,0.00709694334453,0.00714619180458,0.00677717754229,0.00675361412827,0.00695548157104,0.00717815152835,0.007022304134
58,1,0.0077623675502,0.00752556173624,0.00731174996074,0.00740274249636,0.00779594853625,0.00736686132873,0.00741750628511,0.0070335575618,0.00700991304344,0.00721923291975,0.00745122734909,0.00728903720526
59,1,0.00792446195416,0.0076830046285,0.00746325520618,0.00755671081213,0.00795768942646,0.00752160885651,0.00757163922143,0.00717972894426,0.00715587928892,0.00736981443857,0.00760678107651,0.00744085009856
60,1,0.00787210603296,0.00763253067546,0.00741446883205,0.00750645954141,0.0079050158919,0.00746953225621,0.00751767515015,0.00712926216057,0.00710481202573,0.00731834909562,0.00755311240797,0.0073880521057
61,1,0.00817380239357,0.00792527949207,0.00769924845926,0.007794578935,0.00820879201741,0.00776276183605,0.00781247609195,0.00740811860612,0.0073836557576,0.00760435372299,0.00784945911003,0.00767835752029
62,1,0.00798452400974,0.00774148957179,0.00752158141649,0.00761413781209,0.00801906163455,0.00757894466976,0.00762650792571,0.00723283611185,0.00720771508429,0.00742463247746,0.00766246369245,0.00749586841294
63,1,0.00810522477944,0.00785928782828,0.00763714960312,0.00772991429449,0.00814200482848,0.00769552695799,0.00774409115222,0.00734364962269,0.0073181950686,0.00753833360622,0.00778008734829,0.0076114869761
64,1,0.00811264125035,0.00786626775888,0.00764375604681,0.00773677939732,0.0081486210706,0.0077034744249,0.00775238659995,0.00735075158596,0.00732583788196,0.00754594963718,0.00778763970616,0.00761914230464
65,1,0.00786254156688,0.00762419960962,0.00740872657451,0.00749902333533,0.00789806874227,0.00746268495295,0.00751018882944,0.00712099601422,0.00709641982991,0.007310419424,0.00754367898353,0.00738033313808
66,1,0.0080449596808,0.00780160918712,0.0075812515512,0.00767386461693,0.00808374560471,0.00764257029606,0.00769157960255,0.00729264490459,0.00726790958138,0.00748573787174,0.00772591365189,0.00755872760293
67,1,0.00768435199886,0.00745097876309,0.00724049400133,0.00732887230887,0.00771921443653,0.00729564369607,0.00734202279471,0.00696256250525,0.0069377703187,0.007146443059,0.00737492003215,0.00721513180606
68,1,0.00767396320057,0.00744106641942,0.00723126580571,0.00731974796051,0.00770940621087,0.00728649635938,0.00733383021401,0.00695449157196,0.00692960034963,0.00713834381447,0.00736619497474,0.00720715071651
69,1,0.00755773892621,0.00732687188888,0.00712158627393,0.00720817051229,0.00759404301919,0.00717659456341,0.00722394392477,0.00685042082062,0.00682517599886,0.00703154694544,0.00725496514221,0.00709910718796
70,1,0.00717245775293,0.00695227768126,0.0067588014508,0.00683938279859,0.0072054523111,0.00680542113518,0.00685070027765,0.00649702745385,0.00647194874009,0.00666811233963,0.00687976051643,0.00673177365451
71,1,0.00725209324329,0.00703019002421,0.00683421255072,0.00691573602876,0.00728536045557,0.00688673852728,0.00693381315647,0.00657548897914,0.00655106181737,0.00674808363463,0.00696322466108,0.00681374148267
72,1,0.00677986053586,0.00657086027855,0.006388056072,0.00646417435553,0.00680992438913,0.00643394381457,0.00647881494556,0.00614501228935,0.00612150140205,0.00630597653771,0.00650612498809,0.00636632962068
73,1,0.00667221235097,0.00646666597913,0.00628604989993,0.00636146802408,0.00669999835051,0.00632975846968,0.00637509400766,0.00604601385702,0.00602353144223,0.00620343234085,0.00640222873463,0.00626384226163
74,1,0.00646706402932,0.00626778099553,0.00609121544468,0.00616522853614,0.00649171362678,0.0061354625285,0.0061802671765,0.00586099124285,0.00583977616274,0.00601384873541,0.00620645294131,0.00607231149714
75,1,0.00600083809254,0.00581489132621,0.00565189398707,0.00571963422287,0.0060229247562,0.00568958343931,0.0057316719477,0.00543587518416,0.00541548719086,0.00557806180933,0.00575567893301,0.00563122528603
76,1,0.00599844210007,0.0058135097983,0.00565053025521,0.00571819036122,0.00602125010667,0.00569151032944,0.00573374789899,0.00543716021654,0.0054175613071,0.00557882423628,0.0057580300934,0.0056334524087
77,1,0.00546605266622,0.00529682143367,0.00514864638586,0.00521006378392,0.00548648712642,0.00518230957334,0.0052207115035,0.00495138010222,0.00493301046491,0.00508032767742,0.0052428670235,0.00512944355893
78,1,0.00528996983615,0.00512563925773,0.00498340512297,0.00504231737905,0.00531127982196,0.00501578966592,0.00505329334942,0.0047926383548,0.00477527859045,0.00491768004615,0.00507518181298,0.00496527693725
79,1,0.00502831829696,0.00487141689348,0.00473608976939,0.00479335613039,0.00504885143949,0.0047670352942,0.00480299360019,0.00455555389924,0.00453974288713,0.00467463139166,0.00482418872269,0.00471972765145
80,1,0.00452962687572,0.00438727227714,0.0042663146489,0.00431802668824,0.00454883155462,0.00429094327991,0.00432401878479,0.0041016439733,0.00408685567221,0.00420904622516,0.00434297023242,0.0042489230176
81,1,0.00447015610773,0.00433032206893,0.00421093409535,0.00426154652405,0.00448999687936,0.00424018140888,0.00427324509436,0.00405293590721,0.00403897306782,0.00415906574378,0.00429239479189,0.00419926884138
82,1,0.00392745446494,0.00380451856311,0.00369870489907,0.00374371063438,0.00394324272893,0.00372054167748,0.00374928419026,0.00355646867416,0.00354437075105,0.00364978396136,0.00376686631653,0.00368440221953
83,1,0.00371834626709,0.00360284136125,0.00350168529187,0.0035450218053,0.0037335430929,0.00352356770149,0.00355022382043,0.00336695968318,0.00335664811441,0.00345591939833,0.00356766267085,0.0034887602321
84,1,0.00343396758468,0.00332736418637,0.00323270502135,0.00327337286901,0.0034475725961,0.00325644548439,0.003280288192,0.00311053966393,0.00310180386573,0.00319347287882,0.00329703548499,0.00322368874234
85,1,0.00294604239658,0.00285440112032,0.00277316980748,0.00280734518589,0.00295725262127,0.00279104309226,0.00281082040838,0.00266539961034,0.00265751854805,0.00273725433438,0.00282538664692,0.00276234676704
86,1,0.00285484848602,0.00276687822228,0.00268879840937,0.00272127917445,0.0028673985719,0.00270851942757,0.0027274075967,0.00258567665398,0.00257835442191,0.00265578765968,0.00274119449844,0.00268068526629
87,1,0.00233524884404,0.00226274273964,0.00219961946371,0.00222589313412,0.00234526417724,0.00221345320818,0.0022287215506,0.0021127773381,0.00210648489258,0.00217073031325,0.00223950103469,0.0021905956641
88,1,0.00212034204814,0.00205484571564,0.0019982837666,0.00202145315022,0.00212950388899,0.00201095134172,0.00202514571542,0.00191914378541,0.00191365504207,0.00197235527166,0.00203440563085,0.00199040047283
89,1,0.00184260563515,0.00178544010465,0.0017359669439,0.00175667526962,0.00184960247162,0.00174747613598,0.00175991776472,0.00166766766633,0.00166332047483,0.00171424257161,0.00176786785308,0.0017297758031
90,1,0.00139297488476,0.00134941176188,0.00131139256115,0.00132762364945,0.00139649688658,0.00131828241129,0.00132774780167,0.00125810163276,0.00125500076365,0.00129379594288,0.00133397248946,0.00130477669844
91,1,0.00128935630141,0.00124994260596,0.00121381259137,0.0012294420015,0.00129334095119,0.00122336524915,0.00123262674131,0.00116752279462,0.00116545532231,0.00120109204745,0.00123881605592,0.00121131966079
92,1,0.00082493547331,0.000799270306809,0.000775076483869,0.000786005707245,0.000827002545292,0.000779989269325,0.000786006732597,0.000744384210255,0.000743548902211,0.000767176372843,0.000790559631176,0.000772471748502
93,1,0.00062755336944,0.000608463955332,0.000589043691492,0.000597427473385,0.000628701794482,0.000593336955944,0.000597588418288,0.000565479064772,0.000565320625958,0.000583419011379,0.000601678596499,0.000587052519093
94,1,0.000373995092742,0.000363160716461,0.000349635379271,0.00035532515122,0.000373651342688,0.000354441534123,0.000356517900552,0.000336881044565,0.000337821987706,0.000348912379762,0.000359879496804,0.00035010992024
95,1,-1.43209277978e-05,-1.27862643151e-05,-1.58957643223e-05,-1.4485636728e-05,-1.57101567367e-05,-1.59511637383e-05,-1.69423869854e-05,-1.71700006538e-05,-1.49820868079e-05,-1.40220030048e-05,-1.51315795596e-05,-1.6850510776e-05
96,1,-0.000110635946708,-0.000104737429758,-0.000104307560452,-0.000105425939411,-0.0001105514442,-0.000103859945981,-0.000104809347812,-0.000101273904752,-9.84701909341e-05,-0.000100210528731,-0.000103792879287,-0.000103366130296
97,1,-0.000505939839246,-0.000488197865959,-0.000475968869841,-0.000483362905955,-0.000507516297187,-0.000481137717489,-0.000483854471579,-0.000460653028047,-0.000456646443583,-0.000469005884477,-0.000484555241587,-0.000476066192621
98,1,-0.000673395758461,-0.000650182683021,-0.000633451256233,-0.000643013732551,-0.000675501495829,-0.000641035873878,-0.000645045490025,-0.000613309118289,-0.00060821713678,-0.000626095820985,-0.000645706653141,-0.000634522420617
99,1,-0.000886348731612,-0.000856193013333,-0.000834711234811,-0.000845838757502,-0.000890061622455,-0.000839104381671,-0.000845076382305,-0.000802610197674,-0.000796185800248,-0.000820498164094,-0.000845960538125,-0.000830940219975
100,1,-0.00119839033555,-0.00115875071068,-0.00112879178609,-0.00114315960632,-0.00120338103311,-0.00113676931951,-0.00114505444867,-0.00108676620874,-0.00107923915692,-0.00111176578207,-0.00114701037172,-0.00112558630237
101,1,-0.00127385778282,-0.00123107057041,-0.00119851816548,-0.00121418872234,-0.0012772486002,-0.00120836615326,-0.00121721452074,-0.00115569967354,-0.00114776500696,-0.00118233307854,-0.00121974182173,-0.00119670421595
102,1,-0.00159068008477,-0.00153808887945,-0.00149675174031,-0.00151656951208,-0.00159557768241,-0.00150818608144,-0.00151955639647,-0.00144239191416,-0.00143366095763,-0.00147658529192,-0.00152373965217,-0.00149395786407
103,1,-0.00171579179959,-0.00165944066135,-0.00161455929681,-0.00163594588425,-0.00172170120638,-0.00162644463125,-0.00163936489821,-0.00155580829784,-0.00154725709815,-0.00159362240012,-0.00164410427071,-0.00161157719983
104,1,-0.00187962649426,-0.00181904228187,-0.00176998602135,-0.00179263634542,-0.00188720198446,-0.00178158127458,-0.00179620099725,-0.00170426540262,-0.00169592166779,-0.00174664735052,-0.00180194892228,-0.00176578141977
105,1,-0.00211700550957,-0.00205001998372,-0.00199487082358,-0.00201958172944,-0.00212660563534,-0.00200688936606,-0.00202335544052,-0.00191947939016,-0.00191091024526,-0.00196778578872,-0.00203073821535,-0.0019889775567
106,1,-0.00216387665449,-0.00209543253825,-0.00203904440087,-0.00206379175483,-0.00217355347548,-0.0020499760102,-0.00206701233006,-0.00196098844639,-0.00195263495802,-0.00201083169973,-0.00207496244589,-0.00203176227074
107,1,-0.00239620189493,-0.00232126099009,-0.00225858485557,-0.00228599833072,-0.00240787411658,-0.00227091999461,-0.00228991292981,-0.0021720024417,-0.00216390319784,-0.00222800210537,-0.00229902573688,-0.00225085689406
108,1,-0.00247508960644,-0.00239803776075,-0.00233336220461,-0.00236165478722,-0.00248786067215,-0.002345314138,-0.00236535322219,-0.00224329728646,-0.00223559732587,-0.00230133563447,-0.00237489408264,-0.00232485518216
109,1,-0.0025846720302,-0.00250489031951,-0.00243679328872,-0.00246584821861,-0.00259791640451,-0.00245015258102,-0.00247134834135,-0.0023438355784,-0.00233589170027,-0.00240409706225,-0.00248141756907,-0.00242878709432
110,1,-0.00274649795658,-0.00266237225036,-0.00258909822068,-0.00261989690723,-0.0027596532058,-0.00260424996236,-0.00262667028601,-0.00249084789872,-0.00248299354885,-0.00255512691848,-0.0026375722217,-0.0025810900014
111,1,-0.00276501576832,-0.00268039670435,-0.00260603403174,-0.00263693034622,-0.00277748497019,-0.00262046812198,-0.00264314641193,-0.00250628295253,-0.00249885259526,-0.00257128799916,-0.00265430847505,-0.00259685533821
112,1,-0.00292003177902,-0.00283145571602,-0.00275190763369,-0.00278497356807,-0.00293290905628,-0.00276763840178,-0.00279111929132,-0.00264668271586,-0.00263917659572,-0.00271522968073,-0.00280348468414,-0.00274212631235
113,1,-0.00295484722457,-0.00286532632491,-0.00278415238495,-0.00281791207521,-0.00296708983359,-0.00280002449414,-0.00282341437997,-0.00267716792182,-0.00267003825885,-0.0027470165522,-0.00283640395877,-0.0027738977889
114,1,-0.00301314569035,-0.00292232386068,-0.00283924723202,-0.00287325728655,-0.00302606715103,-0.00285758984473,-0.00288121594643,-0.00273164655309,-0.00272442874754,-0.00280323682379,-0.00289442318058,-0.00283055522962
115,1,-0.00310511397813,-0.00301191075745,-0.00292607795348,-0.00296071467888,-0.00311806776754,-0.00294538525514,-0.00296883947735,-0.0028147129543,-0.00280707574494,-0.00288825611272,-0.00298256405739,-0.00291647893793
116,1,-0.00309313798558,-0.00300014030749,-0.00291457103669,-0.00294863810358,-0.0031047448634,-0.00293304066849,-0.00295555598281,-0.00280220132359,-0.002794614545,-0.00287565700335,-0.00296948044351,-0.00290349640101
117,1,-0.00317557756635,-0.00308070843744,-0.00299298534735,-0.00302795918279,-0.00318856215456,-0.00301286530047,-0.00303557093812,-0.00287783342518,-0.00287035186932,-0.00295400295199,-0.00304990939319,-0.00298228418063
118,1,-0.00317092207321,-0.00307569933037,-0.00298863457103,-0.00302343491583,-0.00318481182142,-0.00300827940106,-0.00303043350309,-0.00287291306526,-0.00286578705034,-0.00294956766063,-0.00304501910618,-0.00297739018637
119,1,-0.0031853854218,-0.00308979135214,-0.00300238766344,-0.00303735436478,-0.00319894319197,-0.00302333398827,-0.00304499568541,-0.00288718827703,-0.00287979636069,-0.00296375354853,-0.0030599729019,-0.00299175058271
120,1,-0.00321607272314,-0.00311979101148,-0.00303122289135,-0.00306676915608,-0.00322892258964,-0.00305193474914,-0.00307348040883,-0.00291459479638,-0.00290659698453,-0.00299156970969,-0.00308861111537,-0.00301981889619
121,1,-0.00317655396988,-0.00308039146823,-0.00299329831031,-0.00302838102127,-0.00318935561409,-0.00301284723247,-0.00303403678713,-0.00287714487641,-0.00286943481106,-0.00295391663777,-0.00304892825721,-0.00298133018179
122,1,-0.0031981449833,-0.0031016662702,-0.00301470389612,-0.00305000818266,-0.00321269710963,-0.00303492966363,-0.00305634564235,-0.00289785362845,-0.00289033060338,-0.00297576050283,-0.00307094343945,-0.00300311390667
123,1,-0.00315810195668,-0.00306235347544,-0.00297730323734,-0.00301089995063,-0.00317283104397,-0.00299655390814,-0.00301795266771,-0.00286111423732,-0.00285337979548,-0.0029382323336,-0.00303177197409,-0.00296518496146
124,1,-0.00313321465962,-0.00303797334383,-0.00295360389229,-0.00298623229837,-0.00314730799429,-0.00297356287142,-0.00299457405054,-0.00283908517438,-0.00283153596394,-0.00291527608065,-0.00300847706521,-0.00294235032234
125,1,-0.00311357919837,-0.00302016741043,-0.0029349296224,-0.00296892202129,-0.00312687045566,-0.00295574773313,-0.00297565379035,-0.00282125339029,-0.00281427982466,-0.00289671161629,-0.00299018604293,-0.00292373890963
126,1,-0.00305169214305,-0.00295989699216,-0.00287564536224,-0.00290940407744,-0.00306418939016,-0.00289583711776,-0.00291471272762,-0.00276330932221,-0.00275676536408,-0.00283789169034,-0.00292916030397,-0.00286386031133
127,1,-0.00302463016354,-0.00293415527864,-0.00285079465597,-0.00288372184796,-0.00303821661802,-0.00287152487216,-0.00288980919945,-0.00273954325354,-0.00273316788371,-0.00281389694559,-0.00290410685269,-0.00283932193021
128,1,-0.00295798342729,-0.00287027708552,-0.00278874772115,-0.00282113933112,-0.00297209886643,-0.00281002887117,-0.00282734817403,-0.00268020559982,-0.00267396234924,-0.00275304819658,-0.00284144137195,-0.0027778457694
